tweet,class,label,clean_text
&#8220;@tricethatruth_: Trap keep me fly that's why I love him &#10084; http://t.co/AleXGC24t4&#8221; ayyyyy you got that hoe at Forever 21 huh? &#128526;,1,offensive_language,trap keep me fly thats why i love him ayyyyy you got that hoe at forever huh
&#8220;@trillasfvck: all these bitches getting mommy money&#8221; niggas too.,1,offensive_language,all these bitches getting mommy money niggas too
"&#8220;@true_east_: That &#8220;6 God&#8221; by Drake is so trash, dawg.&#8221; Thank you ass water !!!&#128686;&#128686;&#128686;&#128686;",1,offensive_language,that god by drake is so trash dawg thank you ass water
"&#8220;@truuuchains: If you already out of school, fuck you I hate you and I hope you trip on the stage at graduation hoe&#8221;",1,offensive_language,if you already out of school fuck you i hate you and i hope you trip on the stage at graduation hoe
&#8220;@ttevy_8: i want affection 24/7 but i also want to be left alone 24/7... do you see the issue here?&#8221;fag,0,hate_speech,i want affection but i also want to be left alone do you see the issue herefag
&#8220;@tufflove1: show a lotta love to my sisters tho but these bitches so predictable.&#8221; Im in trouble,1,offensive_language,show a lotta love to my sisters tho but these bitches so predictable im in trouble
&#8220;@uGOTTAeatTHEass: Niggas swear they love a honest bitch tho http://t.co/vastMFJphu&#8221; &#128514;&#128557;&#128514;&#128557;&#128514;&#128557; he salty bm,1,offensive_language,niggas swear they love a honest bitch tho he salty bm
&#8220;@urHIGHnesss_: &#8220;@SMCo71: @urHIGHnesss_ &#128514; nah lemme chill i love the bitches&#8221;&#128557;&#128557; like trick love the kids&#8221; &amp; you know this &#128514;,1,offensive_language,nah lemme chill i love the bitches like trick love the kids amp you know this
&#8220;@verkannt__: &#8220;@what_evaittakes: Nasty pay the bills bitch&#128540;&#8221;&#128524;&#128524;&#8221;&#128514;&#128514;&#128514;,1,offensive_language,nasty pay the bills bitch
"&#8220;@verkannt__: He told the bitch ""stop texting my phone my shawty crazy"" &#128524;&#128520;&#8221;glad he know &#128553;&#128553;&#128514;&#128514;",1,offensive_language,he told the bitch stop texting my phone my shawty crazy glad he know
&#8220;@verseunanswered: Did that bitch from Frozen ever let it go?&#8221; &#128514;&#128514;,1,offensive_language,did that bitch from frozen ever let it go
&#8220;@victoriag3618: So that history test made me its bitch &#128514;&#128542;&#8221; haha,1,offensive_language,so that history test made me its bitch haha
&#8220;@vivaalakatyy: I just punched @victoriaaokk in the nose on accident because she just shocked the crap out of me &#128514;&#128514;&#128514;&#128514;&#8221; bitch that hurt!! &#128557;,1,offensive_language,i just punched in the nose on accident because she just shocked the crap out of me bitch that hurt
&#8220;@wassssupsarah: Car hopping is a different world these ghetto guys tried asking for my number LOL&#8221; did they have to be ghetto Tho ?,2,neither,car hopping is a different world these ghetto guys tried asking for my number lol did they have to be ghetto tho
&#8220;@waymoflydenu If you do tax fraud you bet not dare tweet about voting bitch&#8221;all of them tweeting they don't do politics,1,offensive_language,if you do tax fraud you bet not dare tweet about voting bitchall of them tweeting they dont do politics
"&#8220;@waymoflydenu Them Jew Lawyers and Doctors say ""Nigga"" ran? Lol&#8221;nope they say shit like queer though",1,offensive_language,them jew lawyers and doctors say nigga ran lolnope they say shit like queer though
&#8220;@waymoflydenu Why yall think its ok to be faggots?&#8221; and want us to be cool with them,0,hate_speech,why yall think its ok to be faggots and want us to be cool with them
&#8220;@whiteboytatted: Dudes out here will try and fuck ya bitch behind ya back and tell you she aint good for ya&#8221; its happend,1,offensive_language,dudes out here will try and fuck ya bitch behind ya back and tell you she aint good for ya its happend
"&#8220;@wizkhalifa: On the east coast there's colored hair everywhere. 

This must be the sweetest wave ever.&#8221; @LayaFace",2,neither,on the east coast theres colored hair everywhere this must be the sweetest wave ever
&#8220;@wwwobert_: B Oreo a stunt&#8221;come thru &#128293;&#128293;&#128293;,2,neither,b oreo a stuntcome thru
&#8220;@xo_omiexo: not one single bone in my body gives a fuck about what the next bitch thinks. &#128581;&#128564;&#8221;,1,offensive_language,not one single bone in my body gives a fuck about what the next bitch thinks
"&#8220;@xoxo_hayleyy: ""@savageater: i think if my girlfriend were to get locked up shed be the first one raped.#pussy""really bitch&#9995;&#128530;&#8221;really swerve",1,offensive_language,i think if my girlfriend were to get locked up shed be the first one rapedpussyreally bitchreally swerve
&#8220;@xoxo_laurenmane: Dumb ass bitches&#8221; @ me next time&#128075;,1,offensive_language,dumb ass bitches me next time
&#8220;@yahhtriick: How do people even get crushes on me. Im like a total bitch.&#8221; &#128129;,1,offensive_language,how do people even get crushes on me im like a total bitch
&#8220;@yeyo478: @Helenbabeey_ look at my benz bitch I've been the shit http://t.co/H0iXjZH0tZ&#8221;LMAOOO,1,offensive_language,look at my benz bitch ive been the shit
"&#8220;@yohidef: cool story bitch, now pass the blunt&#8221; @EvanBecker513 bitch",1,offensive_language,cool story bitch now pass the blunt bitch
"&#8220;@youngmintono: This girl stress me out , ion even have no hoes http://t.co/yPTxVbb3SK&#8221; shit I be saying lol",1,offensive_language,this girl stress me out ion even have no hoes shit i be saying lol
&#8220;@yungtfti: I feel sorry for anyone who paid for LIC because edc is trash music&#8221;,2,neither,i feel sorry for anyone who paid for lic because edc is trash music
&#8220;@zekedafreekk: Queen Latifah the only dyke id contemplate fucking.. Rns&#8221;wait...,1,offensive_language,queen latifah the only dyke id contemplate fucking rnswait
&#8220;@zooyorkinit: @whattheflocka lol love you ;)&#8221; little bitch,1,offensive_language,lol love you little bitch
&#8220;@zooyorkinit: When u want a cig but ur lovey gf won't go get them #potato ;) @whattheflocka&#8221; guilt trip city lil bitch,1,offensive_language,when u want a cig but ur lovey gf wont go get them potato guilt trip city lil bitch
&#8220;@zt0mm: Traded in my nikes for a new mic.. I guess it's safe to say he sold soles for his new life ... -bada$$&#8221;,2,neither,traded in my nikes for a new mic i guess its safe to say he sold soles for his new life bada
"&#8220;There is a time &amp; a place 4 decaf coffee. Never &amp; in the trash."" http://t.co/ZVJROXgNDQ&#8221; #MommyMonday humor via @JenerationPR &amp; @theskimm",2,neither,there is a time amp a place decaf coffee never amp in the trash mommymonday humor via amp
&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/6ZUxaQeaVL,2,neither,best asian massage on the brooklyn park slope top rated spa
&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/ENSNf9RGPH,2,neither,best asian massage on the brooklyn park slope top rated spa
&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/saWpjDtIGN,2,neither,best asian massage on the brooklyn park slope top rated spa
&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/thXm7Hjo07,2,neither,best asian massage on the brooklyn park slope top rated spa
&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/yRfdaIooYZ,2,neither,best asian massage on the brooklyn park slope top rated spa
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/1xTCOome3v,2,neither,best asian massage on the park slope top rated spa
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/8KUzaPFCMF,2,neither,best asian massage on the park slope top rated spa
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/Br7el4ZXrw,2,neither,best asian massage on the park slope top rated spa
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/McOZNHt7N2,2,neither,best asian massage on the park slope top rated spa
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/Nkvy9nwyzj,2,neither,best asian massage on the park slope top rated spa
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/TQS3wPA6O7,2,neither,best asian massage on the park slope top rated spa
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/ZsAAzFL0p5,2,neither,best asian massage on the park slope top rated spa
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/dyYvrEJAm3,2,neither,best asian massage on the park slope top rated spa
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/gPbi04YoBq,2,neither,best asian massage on the park slope top rated spa
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/iuCRWOfDts,2,neither,best asian massage on the park slope top rated spa
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/mLFuCqIIFA,2,neither,best asian massage on the park slope top rated spa
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/pxwlZkWaCs,2,neither,best asian massage on the park slope top rated spa
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/sPVogfyXZT,2,neither,best asian massage on the park slope top rated spa
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/u3PzeV9E9q,2,neither,best asian massage on the park slope top rated spa
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/2POFGc7ohC,2,neither,grand opening top class oriental massage perfect
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/FhGqF0RWBE,2,neither,grand opening top class oriental massage perfect
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/K2iBFLgs4Z,2,neither,grand opening top class oriental massage perfect
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/O8JoZOKFEI,2,neither,grand opening top class oriental massage perfect
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/zibllnm1ZS,2,neither,grand opening top class oriental massage perfect
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http://t.co/4Hhxk9MKHe,2,neither,grand opening top class oriental massage perfect
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http://t.co/dMXPLroaJ2,2,neither,grand opening top class oriental massage perfect
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http://t.co/ydZYr4dVS4,2,neither,grand opening top class oriental massage perfect
&#9889;&#65039;&#9889;&#65039; why lie you're my nigguh &#128526;,1,offensive_language,why lie youre my nigguh
&#9996;&#65039; out bitch I'm winning &#128526; http://t.co/k3l15zoBGz,1,offensive_language,out bitch im winning
&amp; I MOST DEFIANTLY WILL NOT let no bitch who FW a nigga I ALREADY HAD get the best out of me &#128514;&#128557; Fuccin wit my Hand-Me-Downs &amp; shit,1,offensive_language,amp i most defiantly will not let no bitch who fw a nigga i already had get the best out of me fuccin wit my handmedowns amp shit
"&amp; I keep that bitch on me , it's part of my fashion 
So nigga see me when you see me , catch me in traffic",1,offensive_language,amp i keep that bitch on me its part of my fashion so nigga see me when you see me catch me in traffic
&amp; These bitches bound to get hurt cause a lot of these niggas be playing,1,offensive_language,amp these bitches bound to get hurt cause a lot of these niggas be playing
&amp; fuck your bitch,1,offensive_language,amp fuck your bitch
&amp; ion have a bitch. So yeah. What's understood don't need to be explained.,1,offensive_language,amp ion have a bitch so yeah whats understood dont need to be explained
"&amp; my sister is really going to fucken deny it but yet sprays the room with febreeze , like really bitch why are you going to deny it",1,offensive_language,amp my sister is really going to fucken deny it but yet sprays the room with febreeze like really bitch why are you going to deny it
&amp; this bitch ask me why my jeans sag cuz they tryna hold my bandz up &#128176;,1,offensive_language,amp this bitch ask me why my jeans sag cuz they tryna hold my bandz up
"&amp; thots are wearing Uggs RT @BigBootyJudy814: #ItsFallBecause negros are pulling out their Timbs""",2,neither,amp thots are wearing uggs rt itsfallbecause negros are pulling out their timbs
&amp;&amp; some of you hoes too... http://t.co/yJPSMAS4k2,1,offensive_language,ampamp some of you hoes too
&amp;&amp; when Tha bitches start hating &#128553;&#128553;&#128129; that's wen a bitch lost me &#128588;&#128168;&#128591;&#128175;&#9996;&#65039;&#128581;&#128064;,1,offensive_language,ampamp when tha bitches start hating thats wen a bitch lost me
&amp;&amp;' hoes round here just opening legs like Walmart doors,1,offensive_language,ampamp hoes round here just opening legs like walmart doors
&amp;when they say him they mean dyke Ron #wcw http://t.co/VV4DUMMe4A,0,hate_speech,ampwhen they say him they mean dyke ron wcw
&gt;Mfw some rachet ass hoe drops some scripture or religious stuff on social media http://t.co/9ZDsKU0lbo,1,offensive_language,gtmfw some rachet ass hoe drops some scripture or religious stuff on social media
&gt;_&lt;.. RT @ItsTheBOOMshow @FricknAwesome metal monkey balls!,1,offensive_language,gtlt rt metal monkey balls
&lt;&lt;&lt;&lt;&lt;&lt;when bitches be doing too much on twitter,1,offensive_language,ltltltltltltwhen bitches be doing too much on twitter
&lt;&lt;&lt;when it's yellow outside,2,neither,ltltltwhen its yellow outside
&lt;-- nudes are trash,2,neither,lt nudes are trash
"' All jokes aside , I'm goin thru it a niggah heart hurt smh . &#1043214; .",1,offensive_language,all jokes aside im goin thru it a niggah heart hurt smh
' All the hoes loyal &#1041205;&#1041205;&#1043358;&#1043215;,1,offensive_language,all the hoes loyal
"' And you know that I believe it , cause her pussy to mee... &#1041185;&#1041240; And she don't fuck with many niggahs , she don't fuck with any niggahs &#1041219; .",1,offensive_language,and you know that i believe it cause her pussy to mee and she dont fuck with many niggahs she dont fuck with any niggahs
"' Annnie say fuck that niggah , he soo weak ! &#1041204; He can't tell that you a freak &#1041196; That you ain't lookin for love .... http://t.co/62URiSgiQ1",1,offensive_language,annnie say fuck that niggah he soo weak he cant tell that you a freak that you aint lookin for love
' August Alsina Deserved that &#1043323;&#1043323;&#1043358; My niggah .,1,offensive_language,august alsina deserved that my niggah
"' Baby moanin.... Got me zone'nn , I want this bitch next too me.... Pussy like ecstasy &#1043291;&#1041185; .",1,offensive_language,baby moanin got me zonenn i want this bitch next too me pussy like ecstasy
"' Babyy moaaaanin &#1041219;&#1041222; Got me zone'nn...... I want this bitch next to me , pussy like ecstasy &#1043215; .",1,offensive_language,babyy moaaaanin got me zonenn i want this bitch next to me pussy like ecstasy
' Beat the pussy up till its red like rosters and after I fuck I get to moovin like the hoovas &#1040784;&#9996;&#65039; .,1,offensive_language,beat the pussy up till its red like rosters and after i fuck i get to moovin like the hoovas
' Being in love stressful ma niggah .,1,offensive_language,being in love stressful ma niggah
' Bitch caught a body about a week ago ! Fuck with us and we get to tweekin hoe ! Run up on that niggah get to... http://t.co/av9YPjtwxn,1,offensive_language,bitch caught a body about a week ago fuck with us and we get to tweekin hoe run up on that niggah get to
' Broke Tf outta this niggah at 24 &#1041204;&#1041204;&#1041204; He stopped playen defense and all,1,offensive_language,broke tf outta this niggah at he stopped playen defense and all
' Cause these hoes ain't loyal ! And niggahs ain't either ! When it go down you callin for hittas that you ain't... http://t.co/hj8GAfFZaM,1,offensive_language,cause these hoes aint loyal and niggahs aint either when it go down you callin for hittas that you aint
"' Cause these hoes ain't loyal ! These niggas ain't either &#1041233; , when it go down you callin for hitters that you... http://t.co/wmrUwTwuJE",1,offensive_language,cause these hoes aint loyal these niggas aint either when it go down you callin for hitters that you
"' Club solo 1 deep , fuck a valet cause I parked on the street , lordddd knows &#1041243; You can't trust these hoes ,... http://t.co/WcD3V5sej2",1,offensive_language,club solo deep fuck a valet cause i parked on the street lordddd knows you cant trust these hoes
"' Don't ask me if I'm in my "" Feelings "" cause I ain't no bitch I don't got those Tf . I'm sad , not in no fucking feelings .",1,offensive_language,dont ask me if im in my feelings cause i aint no bitch i dont got those tf im sad not in no fucking feelings
' Don't sleep on ma niggah CHood &#128076; @CharleyHood &#128175;&#128175;,0,hate_speech,dont sleep on ma niggah chood
' Elza M. Jones Was whipppppppen and drifting last night lol we was tu this ma niggah http://t.co/wAqAmR4BGU,1,offensive_language,elza m jones was whipppppppen and drifting last night lol we was tu this ma niggah
"' Entertain a flirtin ass niggah if you want too , That's gon be yo niggah friendly ass . &#9996;&#65039;",1,offensive_language,entertain a flirtin ass niggah if you want too thats gon be yo niggah friendly ass
"' From Freshman Year to Senior year , this really my niggah started being brothers 4 years ago TODAY . It's crazy... http://t.co/IIHcPFiyQu",1,offensive_language,from freshman year to senior year this really my niggah started being brothers years ago today its crazy
' Fuccccck that was ma niggah from Cali swag &#1041222;&#1041216; R.I.P Jayare .,1,offensive_language,fuccccck that was ma niggah from cali swag rip jayare
' Fuck her right in the pussy &#1041204;&#1041204;&#1041204;&#1041204;,1,offensive_language,fuck her right in the pussy
' Fucking on the first night don't make you a hoe &#9995; .,1,offensive_language,fucking on the first night dont make you a hoe
"' Get some head off Twitter now niggahs that's bracken &#1041204;&#1041204; ima baby momma killa , yo bitch she can get it &#1043359; You... http://t.co/FAkEs1z2Wl",1,offensive_language,get some head off twitter now niggahs thats bracken ima baby momma killa yo bitch she can get it you
' Got niggahs salty at meeeee cause yo dream bitch is ma main slide &#1041204;&#1041223;&#1041196;,1,offensive_language,got niggahs salty at meeeee cause yo dream bitch is ma main slide
' Happppppy Birthdayyyy &#1041191;&#1041196;&#1043215; lol . Niggahs is really 21 in this bitch &#1043358;&#1041219; . http://t.co/YatU7pbsHX,0,hate_speech,happppppy birthdayyyy lol niggahs is really in this bitch
' Happy birthday to my main niggah right here &#1041240;&#1043358;&#1043359;&#1043323;&#1041681;&#1041636;&#1041629; We been at it for a minute same dreams of bein rich and we... http://t.co/Oy4x1yXHZe,1,offensive_language,happy birthday to my main niggah right here we been at it for a minute same dreams of bein rich and we
' Hate a female that got the mentality of a niggah .,1,offensive_language,hate a female that got the mentality of a niggah
' Have you ever had sex ina cherry red vet witha fat trap Niggah keep that pussy sooo wet &#1043359;&#1043291;&#1041185; .,1,offensive_language,have you ever had sex ina cherry red vet witha fat trap niggah keep that pussy sooo wet
"' Hoes on my mind , I fuck hoes all the time . #FatTrel",1,offensive_language,hoes on my mind i fuck hoes all the time fattrel
"' I ain't trippen cause I like her anyways , she got a niggah and I got a girl but anyways , yea anyways &#1041196;",1,offensive_language,i aint trippen cause i like her anyways she got a niggah and i got a girl but anyways yea anyways
' I ain't trippen off you no mo &#1041204;&#9995; I done dropped you &#1043360; Knocked 4owe &#1043359; I could Neva be a foo for a hoe &#1043357;&#1043357; I put... http://t.co/GAIElrPDIK,1,offensive_language,i aint trippen off you no mo i done dropped you knocked owe i could neva be a foo for a hoe i put
"' I don't like when niggahs be like "" where yo bitch at ? "" Na I'll check you on that idc who you is , mine you... http://t.co/OP5sTgZX2k",1,offensive_language,i dont like when niggahs be like where yo bitch at na ill check you on that idc who you is mine you
"' I fw these niggahs everyday , Neva changed up , always been the same to a niggah . Been thru shit with ma niggahs .",1,offensive_language,i fw these niggahs everyday neva changed up always been the same to a niggah been thru shit with ma niggahs
"' I guess a niggah just believe in ya that's proof for ya , can name a lot of things any other man wont do for ya... http://t.co/OTvw1vlDPY",1,offensive_language,i guess a niggah just believe in ya thats proof for ya can name a lot of things any other man wont do for ya
"' I hate a "" Guesss who just tried to talk to mee "" ass bitch &#1041190;&#9995;&#9996;&#65039;",1,offensive_language,i hate a guesss who just tried to talk to mee ass bitch
"' I just feel like my mouthpiece so cold &#1041185; I'll give lessons to every niggah that ever got turned down , for the low cost of $24.99 &#1043358; Hmu .",1,offensive_language,i just feel like my mouthpiece so cold ill give lessons to every niggah that ever got turned down for the low cost of hmu
"' I know I Know I know . Them streets they fuck with me strong , and them bitches gon fuck just because money... http://t.co/odtcHpD5G7",1,offensive_language,i know i know i know them streets they fuck with me strong and them bitches gon fuck just because money
"' I rather jack off then fuck hoes tbh , That shit boring give me a wife .",1,offensive_language,i rather jack off then fuck hoes tbh that shit boring give me a wife
"' I really don't give a fuck . Once you start that "" You got hoes , you fuck with bitches "" shit I'm deleting yo... http://t.co/ylvtlUZsi0",1,offensive_language,i really dont give a fuck once you start that you got hoes you fuck with bitches shit im deleting yo
' I still don't got the time for a bitch to be actin iffy &#1043323; .,1,offensive_language,i still dont got the time for a bitch to be actin iffy
"' I thinkkk shee knows , about , maaaa otheeeeeeeer bitch &#1041219; .",1,offensive_language,i thinkkk shee knows about maaaa otheeeeeeeer bitch
"' I told this niggah Maya Angelo died.... This niggah gon ask me "" is that the Red Ninja Turtle ? &#1041204;&#1043473;&#1043357; Wtf .",1,offensive_language,i told this niggah maya angelo died this niggah gon ask me is that the red ninja turtle wtf
"' I took the bitch down In the set , yo bitch get around in the set , I dicked the bitch down in the set , yo... http://t.co/PlByuQgerG",1,offensive_language,i took the bitch down in the set yo bitch get around in the set i dicked the bitch down in the set yo
' I will never date a female with another niggah name on her lol . Wtf .,1,offensive_language,i will never date a female with another niggah name on her lol wtf
' I wonder if you females out here ever just sit around and think bout how yall hoes or how unfaithful Yall really is .,1,offensive_language,i wonder if you females out here ever just sit around and think bout how yall hoes or how unfaithful yall really is
' I wouldn't bring my girl around nobody but Leo &#1041204;&#1041204;&#9995; He the only niggah I KNOW that wouldn't mess with any of the... http://t.co/LWDxrVJceu,1,offensive_language,i wouldnt bring my girl around nobody but leo he the only niggah i know that wouldnt mess with any of the
"' I'm hard to kill &#1041653; , I'm countin cake up with ma finest bitch &#1041636;&#1041636; . Take off her makeup and she still look like a finalist &#1041191;&#1043359; .",1,offensive_language,im hard to kill im countin cake up with ma finest bitch take off her makeup and she still look like a finalist
"' I'm not gon ever be that niggah that hit 300 likes on every picture , but I get WHOEVER I WANT PERIOD . &#1041204;&#1043323;&#1041196;... http://t.co/mKgRljrHcl",1,offensive_language,im not gon ever be that niggah that hit likes on every picture but i get whoever i want period
' I'm that niggah you can show out in public babbbbbbyyyy &#1041191;&#1043215; lol,1,offensive_language,im that niggah you can show out in public babbbbbbyyyy lol
' Id rather sit at the house all day and jack off then bust a mission to literally only chill with a bitch &#1041204;&#1043473;... http://t.co/MEtM60bG15,1,offensive_language,id rather sit at the house all day and jack off then bust a mission to literally only chill with a bitch
' Idk why niggah give a female head then throw a condom on lmaooo niggah you already ate the whole STD &#1041204;&#1041204;,1,offensive_language,idk why niggah give a female head then throw a condom on lmaooo niggah you already ate the whole std
"' If I ever put ma trust ina bitch , I'll always be hurt ! &#1043323;&#1043323;",1,offensive_language,if i ever put ma trust ina bitch ill always be hurt
"' If I ever put my trust ina bitch , I'll always be hurt &#1041204;&#1041204; .",1,offensive_language,if i ever put my trust ina bitch ill always be hurt
"' If this ugly ass niggah can be with her , I can too . Tf she with Chuu Baka for anyways this niggah look like a... http://t.co/lVNDRDPpQT",0,hate_speech,if this ugly ass niggah can be with her i can too tf she with chuu baka for anyways this niggah look like a
"' If yo new niggah can't dress better then me , or even close to looking better then me , dnt try to make me... http://t.co/SMsc86mnBc",1,offensive_language,if yo new niggah cant dress better then me or even close to looking better then me dnt try to make me
"' If you get yo girl took don't be mad at the niggah who did it &#1041204; Be mad at her , Cause he don't owe you loyalty , she does .",1,offensive_language,if you get yo girl took dont be mad at the niggah who did it be mad at her cause he dont owe you loyalty she does
"' Ima kill that pussy straight murder that shit , and Ima eat it , eat it , eat it &#1043291;&#1040788; And lick it till it slaps . Aye &#1041237;&#1041191; .",1,offensive_language,ima kill that pussy straight murder that shit and ima eat it eat it eat it and lick it till it slaps aye
"' Ima pull up , eat on that pussy and dip &#1041219;&#9996;&#65039; ,",1,offensive_language,ima pull up eat on that pussy and dip
' Ima real young niggah witha muhhfuckin attitude &#1043359; Walk up I'm yo spot you would think a niggah mad at you .,1,offensive_language,ima real young niggah witha muhhfuckin attitude walk up im yo spot you would think a niggah mad at you
"' Ima young rich niggah Tryna fuck a niggah bitch , My ex a rat the Naybahoods be fuckin on that bitch &#1041204;&#1041204; , I... http://t.co/hFnSbuPwma",1,offensive_language,ima young rich niggah tryna fuck a niggah bitch my ex a rat the naybahoods be fuckin on that bitch i
"' Indiana niggah you can tell from ma muhhfuckin grammar , I swear I got 3 hoes with me just like I'm Santa &#1041204;&#1043359; .",1,offensive_language,indiana niggah you can tell from ma muhhfuckin grammar i swear i got hoes with me just like im santa
' Is this Jody ? The niggah that got ma Boo Pregnant ? The niggah that can't take responsibilities as a... http://t.co/7ufNJ2NJhp,1,offensive_language,is this jody the niggah that got ma boo pregnant the niggah that cant take responsibilities as a
' It's just me ? Or do you NOT want nobody else Texting/Inboxing/Kiking/DMing/Snapchatting/Emailing/ Yo girl or niggah ?,1,offensive_language,its just me or do you not want nobody else textinginboxingkikingdmingsnapchattingemailing yo girl or niggah
"' Just was old to me , a lil proton feel me ? Some bitches that's gon feel me , some niggahs that won't kill me .",1,offensive_language,just was old to me a lil proton feel me some bitches thats gon feel me some niggahs that wont kill me
' Lemme find out you didn't answer my call cause you otp with that niggah &#1041204;,1,offensive_language,lemme find out you didnt answer my call cause you otp with that niggah
' Leo Apolonio Look this niggah did a drive by on the bike http://t.co/3NisWlPNeC,1,offensive_language,leo apolonio look this niggah did a drive by on the bike
' Looked at my EX profile and she struggling with that weak ass niggah &#1041204; God Is Good &#1041240;&#1041243;,1,offensive_language,looked at my ex profile and she struggling with that weak ass niggah god is good
' Ma niggah Alsina be doin his thang . http://t.co/IZA7Lil1Oz,1,offensive_language,ma niggah alsina be doin his thang
"' Make a niggah buy a ring for ya finger &#1042469; , Jimmies for ya feet &#1043353; Jeans for that back &#1041191; lingerie for the... http://t.co/MxwTT9H4nc",1,offensive_language,make a niggah buy a ring for ya finger jimmies for ya feet jeans for that back lingerie for the
' Mann these hoes get nothin ! &#1041233; But some dick and instructions ! &#1041204; If she with mee she fucccccckn ! I said I... http://t.co/1FN2TegZHh,1,offensive_language,mann these hoes get nothin but some dick and instructions if she with mee she fucccccckn i said i
' Mannnnn wake y'all bitch asses up Blood !,1,offensive_language,mannnnn wake yall bitch asses up blood
' My Charger got my fucked up &#1041184;&#1041185; Finna wrap the cord Tf around my phone this bitch finna charge today cuhz &#1041204;&#1041204;&#1041184;&#1041184; .,1,offensive_language,my charger got my fucked up finna wrap the cord tf around my phone this bitch finna charge today cuhz
' My baby mama trippen and that bitch can shoot &#1041653;&#1041653; .,1,offensive_language,my baby mama trippen and that bitch can shoot
"' Nah I ain't no hoe niggah , no bitch niggah , rich Niggah with the shits Niggah Getchu chipped niggah .",1,offensive_language,nah i aint no hoe niggah no bitch niggah rich niggah with the shits niggah getchu chipped niggah
